,sentiment,text
1563,0,my guess sg wants to stream line inter state and intra state passengers as of now intra state passengers need not follow home quarantine or covid test but if intra and inter state mix up happens either all pax needs to be quarantined or all need to be tested impossible ri8
1564,1,i am also reciecing calls from for i have no clue how to cater everyone
1565,0,so sen burr screwed millions by lying about what he did was tell america the same things as so trump screwed millions too
1566,0,being quarantined w my roommate pros free weed free alcohol cooks a lot of good food has cute dog is generally p chill cons keeps inviting ppl over & we definitely both have coronavirus at this point
1567,0,people attaching the media for fear mongering over coronavirus are fucking morons what is wrong with you people
1568,0,usa still beleives in playing blme game when it comes to covid19 they are inquiring how china couldnt just contain it rather than acting and saving lives of many americans man_shrugging_light_skin_tone
1569,1,stay home stay healthy stop spread love and save humanity ー19 _19sapic twitter com/rhy9x8wdbd
1570,0,coronavirus is no runny nose & dry cough u gooood
1571,1,initial lockdown actually helped masses coming in direct contact with people returning home from abroad or with their close accomplices two thousand zamaties infected about sixty thousand others secondly it accustomed us to social distancing & wearing masks
1572,0,black hat hackers are adding to the paranoia
1573,0,now people will not die of hunger they will die of _19 please follow and encourage stay at home
1574,1,thank you and this might be the best way to wish you women's day on this beautiful occasion congrats on birth of your second child ) loads of love for you naahi nazaan and the lovely mother ) looking forward to ease this lockdown and visit you
1575,0,asymptomatic people without coronavirus symptoms might be driving the spread more than we realized cnn
1576,0,you continue to disgust me with your partisan politics really you attempted to insert abortion funding into the covid _19 corona virus relief bill you are what is wrong with d c not trump you
1577,0,the corona virus is bad but the rampant out break of fuckwitism is coming a close second
1578,0,xi jinping's coronavirus body of lies
1579,0,sir we are the people who belongs to lower middle class there is nothing in the package announced by you for us during this corona
1580,0,estonia to bar foreign travellers from entering the country from march 17 to stop spread of coronavirus government statement
1581,0,this coronavirus affecting my plans a bit too much now ffs
1582,0,indian govt should follow uae model for punishment to the people not following corona guide lines
1583,1,happy ramadan everyone dizzy may this ramadan brings peace and happiness and make the world corona free and safe again ameen
1584,0,"watch & listen live daniel whyte iii preaches the ""onward christian soldiers discipleship class envy"" rt and invite your family friends & followers to join us pic twitter com/o7gfngmair"
1585,0,have you ever put your car in reverse and just smashed the bumper into smithereens and just kept on driving
1586,0,apparently the complete lockdown on weekends will continue for 1 month
1587,0,"sir oath tell us "" first do no harm to patient"" u seems to b very well read how this corona is spreading so if u do not give ppe to the medical staff handling corona patients staff vl get infected and unknowingly the every patient which vl come in contact with vl b infected"
1588,1,wajid khan of the sajid wajid brothers is no more due to the corona virus how many more precious lives will this take from us grew up listening to his songs rest in peace
1589,1,covid 19 and the developing world
1590,0,no there is a ban on nearly all european nationals (passengers) from entering the united states several scheduled transatlantic flights are continuing as normal with american citizens onboard …
1591,1,good work
1592,0,my worst fear right now is my plug catches coronavirus and i smoke his coronavirus weed
1593,1,dealing with is not only about physical health healthy & effective public investment is also essential and is supporting through …
1594,0,4 hospital workers in delhi succumbed to _19india in last 3 days 1 mess worker of aiims 2 former medicine hod of aiims 3 staff nurse of kalra hospital 4 sanitation supervisor of aiims our heartfelt condolences but of _crore as proposed by u sir
1595,0,"where is order chennai in app it says ""completed"" i did not receive anything your call in number does not work this is my 1st experience moving away frm my regular and it is already such that i have ask status in tweeter please look into"
1596,1,thanks to the latest technology zoom_video_communications the budding are following their routines and keeping themselves fit even during the their wonderful coaches from… …
1597,0,due to the prevailing situation of covid 19 the family members of students in kashmir are worried about their health in custody the last hearing was listed on april 09 and after that no hearing has been listed for the case in court
1598,0,16/4/20 lockdown is not a solution 28/5/20 lockdown is not a solution back then did not listen & literally abused saying go back to italy how hard it is to accept opposition inputs on time ”their ego is costing lives”
1599,0,10 20am (100 to go ) this is not good it is trending too high for my prediction this graph is pure speculation for datapic twitter com/sfe4ov6nz2
1600,0,he is more worried about losing his muscle mass than getting coronavirus
1601,0,un has failed to act on covid 19 …
1602,1,summers here now begins my personal lockdown of 3 months
1603,1,although i have not met my fav actress yet but tried my best to make a small digital caricature red_heart thanks for inspiring me always hope to meet u super soon when u visit delhi after lockdown eagerly waiting to meet u smiling_face_with_heart-eyes sparkles
1604,1,eid mubarak hope this eid brings joy and ease for everyone stay safe from dj sam high beam auto & star white_medium_star concept events …
1605,0,do the other half have corona virus or have they had their accounts shut down
1606,0,question how did china stopped the spread of coronavirus for 3 days now america is the richest nation in d world but we are having shortage of face masks ventilators respirators & our president is passing his responsiblities to governors he blames other people for his boos
1607,0,ex congress corporator manjur khan pathan died because of corona virus in vadodara where he had been undergoing treatment at a private medical college since last week વડોદરા શહેર કોંગ્રેસ ના માજી કોર્પોરેટર… …
1608,0,disney delays mulan and new mutants over coronavirus fears
1609,0,stay home now coronavirus is hiding in plain sight
1610,1,we are looking forward
1611,0,herat is at the frontline of the fight against corona but unfortunately medical equipment and supplies for herat are not provided as needed if the herat crisis is not taken seriously the whole country will be in crisis _in_crisis #هرات_در_بحران
1612,1,of the life of prophet muhammad (pbuh) ⁣ ⁣ imam ⁣ october 20 1989⁣ ⁣ _khadija ⁣⁣
1613,0,please register fir against this fake doctor spreading misinformation on coronavirus and order youtube to block this account
1614,0,if you are feeling hungry & want to do some food take aways during this _19 season order them from your local 'gerai's avoid all unhealthy
1615,1,air lines offers after corona grinning_squinting_face grinning_squinting_face
1616,0,the best way to prevent the spread of the coronavirus is to practice basic personal hygiene although you may not be at risk of contracting this illness it is vital that you are cautious of you health to protect the immune compromised
1617,1,good this is the best method to tackle corona virus presently
1618,0,in the past couple of weeks the the kuwait government a royal princess of the as well as a no of arab activists have called out islamophobia hate speech by indian seen to be accusing the country's muslims of spreading the novel coronavirus
1619,1,thank you for your encouraging words your support and motivation strengthens our resolve to serve the despite the adverse circumstances /ypomtl1g9b
1620,0,trump and modi in their ubiqutous hubris denied covid 19 initailly making their own people more unsafe …
1621,0,dumb cn't calm fears bc he has zero skills lying about the pandemic is not leadership his infection of is more dangerous than anything trump wants payroll tax relief to calm virus spooked markets
1622,0,conspiracy theory the coronavirus was caused by the millennial fad of eating “the booty like groceries ”
1623,0,president trump did not make the coronavirus china did and released it to try and get president trump out of office tired of being stupid yet
1624,0,hitler in action turning asylum seekers away in response to coronavirus outbreak 'will endanger more lives ' rights groups warn
1625,0,god forbid you have tix to a concert and are not feeling well despite the coronavirus pandemic would rather you go to the concert and make everyone sick rather than refund your tix bad business
1626,0,fuck me sullivan will probably get corona virus on loan with option to buy
1627,1,kejriwal sahab spends crores if money in advertising but have no money for our corona health warriors who are 24*7 risking their lives just to save ours /skjpwef5wf
1628,0,people understand with your funny tone more people will understand and follow as we do not take serious thing serious so do it for us as now we will be blamed if we get corona or if we do not get vent and finally if we die as gov't does not want to do anything
1629,0,if you are going to ask someone where you should go get tested for coronavirus consider not walking up to them but asking from a far also do not be surprised if the person you walked up to is giving a disgusted look at you there is a reason
1630,1,ya girl is out clapping_hands_medium_skin_tone of clapping_hands_medium_skin_tone shape clapping_hands_medium_skin_tone & ready to be back in the gym howevaa abu dhabi was beautiful United_Arab_Emirates • • _19 dhabi united arab emirates
1631,0,“students will not be allowed to return to campus to gather their belongings given “rapid change of circumstances and advisement of health officials” and “for the sake of individual and broader campus safety”” duke bans students from dorms
1632,0,coronavirus mortgage payment worries take these steps
1633,0,wait they will remove all ur service request also and security guard they will not pay for water they will not send anyone for cleaning if u will call them they will say sir/mam ths is lockdown after lockdown wll arrange boss the situation is since we shifted at ur apartment
1634,0,this is what the news channel's need to highlight people lockdown in home's are going in depression due to the negative news of corona
1635,0,distracting myself as much as possible but overwhelming sadness when i when hear about the coronavirus devastated that our administration blew any chance of taking the virus head on & worried about how many innocent lives are going to be lost because of their incompetence
1636,0,rip sajid wajid great loss for bollywood he passed due to covid 19 heart and kidney disease 2020 is such a worst year ー19
1637,0,what part of ‘social distancing'/‘stay at home'/‘ ' did not these understand obviously the messaging on the has not been understood yet by large sections of india despite our pm/goi trying to explain
1638,1,how do you behind eligible to test your eyesight by driving 30 miles to a beauty spot on your wife's birthday during lockdown pic twitter com/lr3292kozm
1639,1,_ur_heroes cute angels source of for us zuhaib has been filling this coin bank for 3 years today he made his contributions to ababeel _hero this contribution has been one of the most emotional ones this ramadhan
1640,0,this time it is about indian economy after the covid19 pandemic pls watch comment and share …
1641,0,3rd death reported in j&k toll 31 the death toll due to ー19 rose to 31 in jammu and kashmir as third death was reported due to the coronavirus in on monday …
1642,1,youth congress and we are all proud to find a president like you sir the service work done by you throughout the lockdown is commendable which is not possible to describe in words
1643,0,"what would a covid 19 pandemic look like in australia ""i'm always concerned that people will think that once it is going there is nothing you can do about it but that could not be further from the truth” thanks for this insightful piece"
1644,0,dear i know a state of ours cannot shell out that much but it will be great if we have some financial package for all those front line staffs fighting this corona epidemic day in and day out …
1645,0,very sick people indeed oh not dems the victims of 45's inaction with the coronavirus he knew on jan 6 and called it a hoax for almost 2 months decisive no devisive
1646,1,it is good results of efforts by chandigarh administration and corona warriers /pndb0n959y
1647,1,thanks to for having this scientific interaction on _cov_2 _distancing …
1648,1,stay home stay safe stay sane …
1649,0,left hand anna offline boring lockdown lekunte frnds tho spend chesevaadni
1650,0,coronavirus a world crisis end all sanctions now china and russia call on us to lift sanctions against iran
1651,0,i wish things could just be ok no matter what i do something catastrophic has to destroy my progress we were doing good financially i found a temporary job and now the fucking coronavirus is putting us in the fucking hole again and threatening my life like can i have a break
1652,0,evening update 128 343 cases globally up about 6k us at 1 663 up about 300 the jhu site appears to be having some problems that limit other information
1653,0,hare krsna sir my relatives came frm bihar on 17th mar & few days later lockdown started since then they are held up here now as special trains has started i am requesting you 2 please guide how they can utilise it i am trying but not able 2 know how 2 do pls help
1654,0,do the cretins who pushed old ladies over in their haste to over stockpile and brushed against each other not realise that their piles of stock might outlive them
1655,0,we are urged by and his mates to pull together to combat the then you see the bondi debacle the cruise ship unloading in sydney and now there are rumours that gov't ministers including the pm have taken their kids out of school wtf
1656,0,coronavirus keeping you inside sick of your spouse want to watch some nonsense then come watch and listen to me get drunk and blunder games on my friend's stream then come on in
1657,0,coming from a guy who lied to congress and staged the biggest coup in our countries history to take down a president corona virus no deep state virus
1658,0,there are expected more than 6 lac cases in hunn dasdi pai ay na govt mukhtaryaa eid shoppings with no sops being followed by people was a success behind this
1659,0,the has been around since the 60s why are we all of a sudden more affected by it
1660,1,love is in the air but do you know that you get no air to breathe if you are involved with a toxic love ~shrey
1661,0,utter disgrace from the scumbag with their page one on tuesday irresponsible inaccurate scaremongering and likely to act as incentive for people to ignore twitter com/ctwxbdo43a
1662,0,ppl r dying in delhi due to corona n cm is having so much time to joke he has got enough time to come on tv a talk lies what an eyewash asking for ppls suggestions heartless fellow
1663,0,coronavirus has hit & you are quarantined with your first 5 infected everyone else hoarding all the tp bathing in hand sanitizer telling everyone it is a conspiracy booking cheap vacation to italy
1664,1,do not forget failure to help the people during covid19 outbreak
1665,0,if this was the pandemic they say it is your phone would not be getting any signal your electricity would be out the flights would be cancelled and the world would stop damn turning if the coronavirus was as big as the next plague
1666,1,happy anniversary to you and your husband enjoy the date
1667,0,question what is the government not telling us about the coronavirus
1668,0,shop no 168 kherwadi road bandra east found 2 corona positive patients but still nirmal nagar police and bmc failed to take preventive actions against them shop is opened and other family members are free to roam /ejv60wpvjh
1669,0,the greatness of indian & is even party supporters are not seen supporting for last some days after kejriwal did a biggest mistakes in the testing times of the country of nation is above the politics for all of us
1670,0,surprised to find 50% respondents feeling depressed ( 13 + 37) lockdown is hurting mental health …
1671,0,please burn corona infected dead persons in electric creeamatorium
1672,0,they said the coronavirus going for a three peat scary hours
1673,0,support is being offered for both housing and employment transition on individual basis hotlines are open vulnerable students will struggle but i'm hopeful will have options structural issues need structural solutions problem is large scale structure now confers risk
1674,1,asymptomatic carriers are more than 80% nobody is talking about true potential of mask usage simple can save thousands of lives if everyone wears one world leaders are letting people die of …
1675,0,a huge loss to the industry and the world of music as wajid khan passes away the talented singer composer lost battle to covid 19 in a mumbai hospital today rest in peace twitter com/mxrtmncxsu
1676,0,in europe china and north america communities r supporting each other n doctors are working day n night to find a cure n vaccine for coronavirus while arabs are cracking jokes blaming their governments partying n storing groceries #حظر_تجول_اجباري_ينقذنا
1677,1,initiative of is excellent in preventing …
1678,1,to overcome reopening challenges after cut non essential costs look for online opportunities review your b model consider new channels
1679,1,asymptomatic carriers are more than 80% nobody is talking about true potential of mask usage simple can save thousands of lives if everyone wears one is letting people die of …
1680,0,if the govt ban the incoming of foreigners when 1st case of corona detected or make compulsory quarantined them then would never be happened now playing blame game n giving corona a communal angle by the is not culprit the govt n administration is
1681,0,wish you had run this trend when a religious congregation was organised ignoring corona crisis and the followers believed the god will save them from corona and nothing is going to happen to them result 100s infected 100s died
1682,0,thanks for the question i highlighted as this has been used by politicians to justify policy (on ) for the graph the key issue is the slope the steeper the slope the more rapidly is spreading
1683,0,who is idea is it that the attendant has to put there hand all over our beer to open it this is how you spread
1684,0,localism is the right way to deal with such problems you are right initially the lockdown was to deal with it universally now the state govts have been given the freedom to handle the crisis within a broad framework too much politics is messing the issue
1685,1,i hope everyone happy and you too june is halfway of the year 2020 i thinkabout corona virus its farewell
1686,0,this is not a time for jokes but someone called the coronavirus the “wuhan waylayer” & i could not help but chuckle
1687,1,_effect * મારા બેટા એરપોર્ટમાં થપો રમે છે■■ playing on empty airport grinning_face_with_big_eyes grinning_face_with_big_eyes first foundation
1688,0,govt briefed on ✓there are 1637 confirmed cases ✓386 new cases reported ✓38 death ✓ 3 new death in last 24 hours ✓132 patient recovered ✓no of cases increased due to cases related movement /we9ftbil6b
1689,0,our country is facing the worst time during this pandemic back to back we are loosing great artists in the period of covid19 shocked and deeply saddened to hear the news of passing in his younger age bollywood will miss you a lot and your music rest in peace
1690,0,let us be honest i miss the maid – at kubera park
1691,0,the real problem is covid19 and ph govt is diverting it to useless case dahil na nman cguro na hurt ang ego
1692,1,the covid 19 contagion might be challenging our lifestyle and our work habits but it is also making us more resilient as the saying goes ‘necessity is the mother of invention' we shall see new innovative ideas and systems in all aspects of life …
1693,0,coronavirus threat is blown out of proportion mortality rate of coronavirus in most of the places is less than 1% one person dies every 37 seconds in the united states from cardiovascular disease about 647 000 americans die from heart disease each year that is 1 in every 4 die
1694,1,my first trip will be to see my only love my mother when this nightmare corona ends
1695,0,fears drive immigrants to sgv gun shops via
1696,0,it is some the government is not telling people about the corona virus
1697,0,historical day for chirayu family that become india's first hospital those discharge 100 patients of covid 19 health minister of india narottammishrabjp medical college & hospitals bhopal …
1698,0,corona is proving a bonanza for private hospitals they have announced a package of rs 6 7 lac per patient how many people can afford it when the virus is taking heavy toll will dr zafar mirza cares to address this issue of profiteering by inhuman private hoapital
1699,1,delhi has witnessed the biggest spike in covid 19 count as over 1 200 people tested positive for virus on sunday there is only around 9500 bed available for covid patient and delhi cm said we are 4 step ahead to corona ー19
1700,1,much needed therapy …
1701,0,too many things are happening too many things have changed too many things have stopped yes this is difficult but each of us will continue to move one small step at a time it is not a race choose your speed twitter com/n8mpwxzihv
1702,0,bill gates in 2015 warn of corona virus plague he says a global health system need to be seriously considered further saying investment in these programs pale in comparison w/ bio nuclear tech i think global health systems is best handled using a i technology ー19
1703,1,a n i g h t i n s i n g a p o r e __ thanks to covid 19 for letting me back into this one particular pleasure … …
1704,0,public gathering should not be promoted by media already 100k + people died in coronavirus these people want more death to happen shameful act
1705,0,this is the reality of coronavirus think before you go out and put others in danger
1706,1,scientists coronavirus can last on metal for 9 days metalheads pic twitter com/m1gtsgxghl
1707,0,coronavirus concerns after trump contacts with now self quarantined gop congressmen
1708,0,quit buying all the toilet paper you stupid fuckers you dont need so much toilet paper all of a sudden you scared bitches i swear yall are the most greedy humans in the fucking worldpic twitter com/zkdirztuuq
1709,0,world gone nuts lockdown over here bars/restaurants shutdown for 15 days pic twitter com/awshufsbyk
1710,0,nobody says “where are you ” anymore
1711,0,everyone selling stuff like coronavirus sale covid clearance 50% off only for a limited time offer ends with the world
1712,0,stop booking cheap flights to hawaii i have family on kauai they are not medically equipped to handle an outbreak if it becomes widespread on the island i do not care if you want to quarantine on a luxury vacation stay home and think of the lives you are endangering
1713,0,anyone else beginning to feel a little bit anxious
1714,0,it is not the issue of whose government it is the issue is that the government is not thinking about student when covid19 is at its peak we do not think how they will travel to the exam center in this panic situation
1715,0,on friday two groups of experts came together at carolinas medical center to answer questions and address the latest coronavirus concerns both of those videos can now be found on our covid 19 updates page
1716,1,lockdown times with pencil my third pencil photography and editing °° welcome to my page follow for more photos •the photo is mine •full brightness recommend •… …
1717,0,my dad thinks the coronavirus is fake and the government is lying to raise the prices of stuff from china why
1718,0,as the new coronavirus spreads conferences suffer via
1719,0,doctors are 'begging' for more coronavirus testing but the system is failing
1720,1,watched on day 11 of lockdown
1721,0,no one in better ever act like there is not a divide between faculty and staff where faculty are valued over staff staff across institutions are being utterly ignored in the midst of these decisions about
1722,0,if a nsa to clear the crowd that has congregated against section 144 then it tells a lot about appeasement politics whoever the govt is sad even nsa must have coaxed them to enter is epicentre for political appeasement victimhood politics …
1723,0,maybe we should do one last snap referendum after the coronavirus kill the dumbest generation (old folk) who voted to leave
1724,1,telemedicine is the new call for action at the moment
1725,0,hope everyone stays safe this is not playing wash them hands cuh
1726,0,you all better wash your hands and quit eating bats i'm tired of hearing about the coronavirus mess
1727,0,the coronavirus caused xbox servers to crash and now i have had it with this stupid ass virus
1728,0,if karnataka police block road for covid19 transmission kerala cm huge war cry to pm kerala not mfr state consumer state
1729,0,hundreds of workers in pune with mark #शोकदिवस & #आक्रोशदिवस mourning those who have been sacrificed at the altar of an ill planned lockdown but also strengthening the resolve to resist the dilution of labour laws by the current regime /jfwyplj2hn
1730,1,covid 19 coffee pic twitter com/fbvdorn8k5 – at dose cafe
1731,0,coronavirus lockdown made many of us anxious as we are now slowly moving out of lockdown how to manage *coronaphobia
1732,0,a friend relative passed away while fighting with corona she was doctor as well
1733,0,i hope the coronavirus has not reached flavortown
1734,1,their are many youths who are willing to contribute during this covid 19 pandemic this is the right opportunity for them …
1735,1,once you are meditative music will naturally be a part of your life everting is vibration everting is sound _19
1736,1,this is the reason why he is bhai for everyone red_heart red_heart love you salman bhai revolving_hearts flexed_biceps flexed_biceps _19 #अखबार
1737,0,a senior saudi official urged more than 1 million muslims intending to perform the hajj to delay making plans this year in comments suggesting the pilgrimage could be cancelled due to the new coronavirus pandemic …
1738,1,the presence of the doctor is the beginning of the cure doctor's now a days ya allah save whole world ameen _19
1739,0,a second wave of the corona virus would be a nightmare to the world economy the spanish flu became much more virulent during the second wave
1740,0,thread on point about utter failure to plan in the
1741,1,google launches free digital skills training platform for job seekers and entrepreneurs impacted by covid 19
1742,0,sir please help me my family members are stranded in dehri in bihar before the lockdown they went to bihar 3 days before the lock don in the marriage and then the lockdown took place and then to you for not coming from there please manage to bring them
1743,0,what a decision we didnt tell govt to bring migrants but they will let us suffer for months worst govt n we thought best govt 7pm to 7am understandable but sat sun shutdown what does tht if humans r animals ppl will die for food before covid
1744,0,archdiocese holds online masses during coronavirus shutdown
1745,0,eu não acredito que as aulas foram realmente canceladas corona vírus eu te odeio
1746,0,nothing could have prepared us for the coronavirus our very nature is one of ignorance the response by johnson & this government is beyond ignorance though spare me your excuses of expert advice too common sense is all you need & this government has none of it
1747,0,we need a govt that works we need a govt that cares not a govt that is busy with namaste trump & operation topple in mp instead of combating corona not a govt that abandons migrants
1748,0,guess i have to stop calling it chineses food or mexican guess that makes me racist i have been told all my life that blacks cannot be racist well there goes that theory it is the mfing chinese wuhan corona virus it started there stop race baiting victim mentality
1749,0,why is fox news using a giant coronavirus pandemic banner all day on every show viewers are already panicked why pile on more stress it is not like anyone is forgetting what is happening please stop
1750,0,something is not right with this whole coronavirus thing the powers that be is using this for mass control imo how can you stop everything going on in the world for 2 weeks
1751,1,proud feel being a plant quarantine officer for ease of doing & clearing of perishable shipments even during lockdown by the chairmanship of our officer dr m s akhtar sir deputy director cum officer in charge rpqs kial plant quarantine warriors
1752,0,it seems like a lot of people are actually wanting the to be horrible for the us because they want trump out of office so bad imagine being that fucked in the head this is what we are dealing with and the media wonders why no one takes them seriously
1753,0,how to avoid coronavirus all the lights turn them off it is too loud in here to talk i do not understand a word you say got to sleep but instead karaoke on the bed taking duckface selfies right and left play our favorite songs scream out all night long oo ooh
1754,0,your the common enemy and your worse than the coronavirus and only when your out of office will the us be safe
1755,1,opportunities in the post covid world order …
1756,0,dey are n i see so many videos coming up tht dey r been blamed 4 everything y not 130 cr is suffering wid lockdown n u hndful idiots ruined it idiots becoz u condcted such event pple reached andaman n created havoc do not try 2 play scapegoat
1757,0,the same people who are complaining about how coronavirus is ruining their summer plans and how they just want this to end soon are also the ones going out despite there being a lockdown
1758,0,finally it is about time the fake news media finds a way to stop trump but seriously can such a serial liar be permitted to remain in office i do not care how many weeks are left
1759,0,ranga bila using covid tragedy as an opportunity to satisfy their sadist plans #आतंकी_भाजपा
1760,0,in 2014 americans freaked out about ebola now here we are in 2020 about to shit bricks over the corona virus good lands
1761,1,breaking so twitter can not live without wine during lockdown )
1762,0,major missing in this lockdown twitter com/fmwdhkq45g
1763,0,social gathering is restricted by govt of india to curb covid19 banning of azan by is based on abusive power&totally against constitutional freedom protected by art 25 guidelines of covid19 issued by goi does not prescribe such rules
1764,0,sick piece of shit asshole the trump administration will move ahead with its plan to kick people off of food stamps despite the coronavirus outbreak
1765,0,this worldwide coronavirus was a planned disease to depopulate people periodt
1766,0,doomsday preppers are in their bunkers laughing
1767,0,its completely horrible even than covid 19 thank goodness there is a cure now
1768,0,locust swarms attack in pakistan this is another emerging threat after covid 19 and plane crash یا اللہ ہم پر رحم فرما pic twitter com/0rspoasvsc
1769,0,it is hard for americans to re elect donald trump for second terms becoz his current n past statements on covid 19 ++ many other reasons proves he is not a serious man for such a prestigiius post he is to b strong n determined
1770,0,i feel so so bad for niall this was supposed to be his week and the corona virus is ruining everything ((
1771,1,these ppl stay here till 9 everyday and great havoc over hear this way we cannot control covid19 situation as being a responsible citizen i thought to share this everyday from 6pm onwardd this situation is there – at the gym vikaspuri
1772,0,daily our canadian or permanent resident corona virus numbers of infected persons increases because west & north vancouver are overwhelming chinese & iranian demographics constantly traveling back &forth to iran & china filling our airport leftist wont travel ban
1773,0,people cars abd biles are roaming freely on road in fromt of our house day and night with and without reason gurudwara road malviya nagar putting in danger lot of lives please help _petrol – at kulcha guru
1774,0,tells america to be calm because the is really working out
1775,1,day 1 of phase 1 have you got the new covid 19 promo juice set face_savoring_food …
1776,0,the audience was all your supporters there is a few that i recognize from you rallies we are not stupid bernie you lied multiple times & are trying to scare people about coronavirus your numbers do not add up 13 million canadian's have healthcare ask them
1777,0,pm modi speaks to prime minister of the state of kuwait sheikh sabah al khaled al hamad al sabah on crisis he is the 11th world leader pm spoke to in last few weeks over outbreak pic twitter com/rmdj3vudqq
1778,0,why the covid 19 coronavirus is worse than the flu in one chart vox
1779,1,trust me i am running out of photos which place will you visit post lockdown and why would it be your college … …
1780,0,“it is very unfortunate that such an order has been issued at a time when the whole country is battling for its survival and is under strict lockdown to stem spread of deadly coronavirus diseaserip indian democracy pic twitter com/5smkszuwpt
1781,0,so today i realized i cannot even get hammered because my anxiety prevents me from telling the difference between a hangover & symptoms of the coronavirus
1782,0,as it is evident that corona has a greatest threat to old age persons and by assessing the we demad release of sant shri asharamji bapu on a parole
1783,1,kaisa laga batana writing n narrating n shooting myself first time making the lockdown open my avenues cherry_blossom
1784,1,they are leading with good deeds …
1785,1,day 8 of 21 day lockdown tawa pulao 01 04 2020 prepared by sonal_aradwad city pune …
1786,1,“the ultimate measure of a person is not where one stands in moments of comfort and convenience but where one stands in times of challenge and controversy ” – martin luther king jr
1787,0,many people have lost their jobs after the arrival of covid 19 in such a difficult situation by doing a small project we have given jobs to 7 peoples and by projecting this and local farmers have increased morally in cuttack market launch ( 1st june 2020 ) pic twitter com/4mrpv1zpoq
1788,0,doctors at in have designed & built a that can be built out of supplies found in a hospital closet hoping it can help w/ a looming ventilator shortage due to the pandemic an example of american ingenuity tonight at 10 twitter com/f6mddizppl
1789,1,khush morning slightly_smiling_face the latest chitralekha out as a digital edition for its readers not miss this digital edition in a trying time of covid 19 & 3 lock down click d link & n joy slightly_smiling_face
1790,0,a company i primarily use for my bookings but it fails to serve its customers not left and fall to deaf ears trip id 190923161646 and my refund for 3148 not done customer grievances cell is still in no replies feel
1791,0,from the field covid 19 related ‘tragedy' unfolding in yemen
1792,0,i'm over this corona virus already i want my senior year back we should be living our best lives rn but instead we have to practice “social distancing” fuck that i'm tryna do some fuck shit w my girls
1793,0,in an extraordinary exchange us president trump viciously attacked an nbc news reporter who asked what his message would be to americans who are frightened by the coronavirus pandemic that is spreading across the country
1794,0,son wtf is this rt breaking two lakers players reportedly have tested positive for coronavirus now
1795,1,lockdown quixote quiz for fun forte answer pic twitter com/r3utngiqtb
1796,0,the pandemic aggravates difficulties faced by many vulnerable families in terms of the availability access and affordability of nutritious foods at this time of dire need your donations to arc aid has a direct impact on children across maldives pic twitter com/7lxb49edoz
1797,0,amazing detail showing how slow america has been in catching up to the coronavirus threat gene detectives have found a bit of evidence suggesting that part of california's outbreak comes from the washington state outbreak that officials only recently discovered
1798,0,when in the verge of covid 19 people are loosing jobs because of global pandemic airlines like fraudulently take money on flight booking and their credit shell never works so as their phone number i need refund
1799,0,sir if covid 19 highly spread in india will indian economy be able enough to beat the losses more than 75% of the world countries are in lock down is this lock down will bring global financial crisis again
1800,0,coronavirus is a serious issue requiring balanced assessment why have you got novara media biased ner do wells like michael walker on your programme shameful
1801,0,the world's hottest new currency buttcoin be safe with the elderly and practice extreme by not going out unnecessarily often try to find a little humor in something somewhere and share it sucks
1802,0,more reasons why we need a creative destruction approach to our existing systems global pandemic this large is not to be a thing of joke god in his infinite mercy would keep protecting his people do not forget to share and spread the philosophy pic twitter com/coqt4sez0s
1803,0,why is unable to resolve my case i booked a ticket attached in the email and below is the response my travel date was within the lockdown period and on the website it stated that i will get a refund why have not i got my money back yet its been more than a month pic twitter com/4xcsoy6spk
1804,0,it is called voter suppression sweaty coronavirus is mysteriously sparing kids and killing the elderly
1805,0,i'm an epidemiologist when i heard about britain's ‘herd immunity' coronavirus plan i thought it was satire | william hanage
1806,0,cases surpass 3 million as the u s death toll from tops 55 00
1807,0,coronavirus woman 39 in icu warns people who doubt they can catch it business insider
1808,0,"""this is not but it is what ca nurses are being told to wear to fight spread the word & expose this crisis "" () rn sign the petition twitter com/eougwyp9bx"
1809,0,fever 88% cough 68% fatigue 38% sputum or thick phlegm 33% shortness of breath 19% bone & joint pain 15% sore throat 14% headache 14% chills 11% nausea or vomiting 5% stuffy nose 5% diarrhea 4% coughing up blood 1% swollen eyes 1%
1810,0,moms in the hospital as far as we can tell not corona but she has mds and is undergoing chemo so her immune system is extremely weak at best very worried about her right now and not allowed to see her as she is in isolation due to the virus
1811,0,if india is to progress the hindu muslim issue has to be completely resolved twitter unites muslims pandits in time of #गंगा_दशहरा …
1812,0,what about the 37k detainees that are in custody // ice to stop most immigration enforcement inside united states will focus on criminals during coronavirus outbreak the washington post
1813,0,40 yr old bijbehara woman dies of covid 19 at skims j&k toll reaches 18 _19
1814,0,if you are feeling frightened or confused b/c of just remember some of us are more fortunate than others & be kind to someone else you will feel better amazing transformation | what a wonderful feeling his first haircut af via
1815,0,kim there are people dying of covid …
1816,0,young and unafraid of the coronavirus good for you now stop killing people | opinion
1817,0,what the thick fucks do not seem to realise is the two will be inextricably tied together and given their appalling failure on covid this can only be very bad news for the government
1818,0,"""indian doctors fight coronavirus with raincoats helmets amid lack of equipment"" prime minister narendra modi's government said india was trying to get personal protective equipment in bulk domestically and from south korea and china to meet the shortages …"
1819,0,make a book about the incompetent of ucp and the clowns conservatives lucky canada does not have conservative in power with this we be fuck
